index	P(0)	P(1)	P(2)	Pw	Cd0(0)	Cd0(1)	Cd0(2)	N(0)	N(1)	N(2)	Cd(0)	Cd(1)	Cd(2)	Cd(3)
201	0.0384196	1.5162	0.0734003	1	1.67568	0.686868	0.420355	0.426362	0.204612	0.881107	1.71537	0.705292	0.438176	1
202	0.0429869	1.51808	0.0703981	1	1.62916	0.656099	0.380351	0.54138	0.229823	0.808758	1.67537	0.667301	0.396142	1
203	0.0483379	1.52435	0.0645325	1	1.58679	0.60666	0.337947	0.592192	0.108181	0.798502	1.57585	0.6063	0.341711	1
204	0.048805	1.52887	0.0645677	1	1.5021	0.555632	0.302308	0.585867	-0.221301	0.779606	1.48091	0.549825	0.298296	1
205	0.0468059	1.53268	0.0681345	1	1.32149	0.464249	0.238514	0.542046	-0.39804	0.740102	1.36584	0.482563	0.24836	1
206	0.0437172	1.53541	0.0718878	1	1.38566	0.49301	0.255346	0.494458	-0.395984	0.773762	1.37565	0.487671	0.248519	1
207	0.039739	1.53773	0.0751818	1	1.33912	0.473145	0.241095	0.417908	-0.410843	0.810285	1.38377	0.495935	0.252801	1
208	0.0349629	1.53918	0.0782009	1	1.23494	0.424651	0.21013	0.328705	-0.478601	0.814183	1.32209	0.470998	0.23641	1
209	0.0299541	1.53939	0.0800536	1	1.10763	0.371237	0.17839	0.212325	-0.58016	0.786341	1.21639	0.423136	0.204133	1
210	0.0251189	1.53869	0.0803542	1	1.09742	0.363672	0.166353	0.167516	-0.677997	0.715723	1.10776	0.370839	0.167742	1
211	0.0206869	1.53696	0.0795553	1	1.00662	0.325479	0.140635	0.257836	-0.716846	0.647806	1.02111	0.32943	0.139425	1
212	0.0171644	1.53427	0.0783157	1	1.00732	0.330069	0.142161	0.394213	-0.71302	0.579827	0.980435	0.311528	0.128143	1
213	0.0145953	1.53171	0.0771107	1	0.956839	0.297456	0.12228	0.530376	-0.657323	0.535376	0.968197	0.30774	0.127736	1
214	0.0508441	1.53195	0.0643416	1	1.53175	0.566659	0.302672	0.657175	-0.276536	0.701177	1.55248	0.576504	0.309819	1
215	0.0495124	1.5353	0.0670087	1	1.50168	0.542027	0.279966	0.662596	-0.267768	0.699476	1.51575	0.54964	0.285163	1
216	0.0512874	1.52107	0.0629742	1	1.67696	0.665699	0.368961	0.663142	0.19401	0.722912	1.72674	0.699135	0.406844	1
217	0.0522808	1.52634	0.0611198	1	1.68925	0.680896	0.399521	0.714055	-0.0365109	0.699137	1.67536	0.671661	0.38591	1
218	0.0528575	1.53166	0.0620219	1	1.6483	0.640965	0.356538	0.757175	-0.179504	0.628064	1.64406	0.639157	0.35707	1
219	0.045743	1.51389	0.0703359	1	1.72526	0.702403	0.426305	0.549352	0.304403	0.778172	1.76913	0.722645	0.433311	1
220	0.0401975	1.51188	0.0743055	1	1.7245	0.720886	0.453457	0.405056	0.312731	0.859145	1.77386	0.738787	0.459049	1
221	0.0337483	1.51137	0.0769205	1	1.67122	0.700748	0.445854	0.274916	0.294112	0.91538	1.70583	0.719032	0.453192	1
222	0.0274212	1.51248	0.0779132	1	1.51392	0.621178	0.379693	0.160756	0.308477	0.93755	1.57104	0.654353	0.404916	1
223	0.0463445	1.53862	0.0710576	1	1.57672	0.592249	0.314124	0.622096	-0.231624	0.747894	1.54097	0.566697	0.292264	1
224	0.0415712	1.5414	0.0754108	1	1.63159	0.621382	0.325916	0.546312	-0.236594	0.803471	1.57087	0.59227	0.309888	1
225	0.0360496	1.54289	0.0791988	1	1.60737	0.61483	0.326157	0.443427	-0.298618	0.845104	1.55277	0.59159	0.311896	1
226	0.0302525	1.54289	0.0816519	1	1.61939	0.626798	0.33194	0.313023	-0.407176	0.858035	1.4836	0.559558	0.291525	1
227	0.0244211	1.54143	0.0824684	1	1.39742	0.513843	0.257783	0.230418	-0.550126	0.802663	1.36915	0.499068	0.250268	1
228	0.0192694	1.53895	0.0818115	1	1.22656	0.425268	0.20198	0.287812	-0.636969	0.715147	1.25057	0.438055	0.208524	1
229	0.0150223	1.53565	0.0808038	1	1.17257	0.407574	0.188746	0.438181	-0.631093	0.640093	1.17316	0.402594	0.184791	1
230	0.012191	1.53233	0.0797523	1	1.1696	0.402388	0.186445	0.598516	-0.561915	0.57099	1.12352	0.383179	0.173524	1
231	0.0106952	1.52914	0.0784532	1	1.08978	0.370494	0.168841	0.788796	-0.311685	0.529767	1.07838	0.362694	0.159645	1
232	0.0107153	1.52511	0.0776692	1	1.08221	0.37258	0.167247	0.809431	0.152711	0.56701	1.09945	0.37646	0.168601	1
233	0.0130957	1.52091	0.0777129	1	1.20859	0.430203	0.199748	0.591277	0.427205	0.684023	1.18599	0.42494	0.206232	1
234	0.0169385	1.5172	0.0776226	1	1.31133	0.509574	0.278357	0.334472	0.435792	0.835592	1.3007	0.494963	0.268477	1
235	0.0215163	1.51436	0.0779027	1	1.40016	0.563278	0.328297	0.150589	0.372744	0.915634	1.42639	0.571869	0.336758	1
236	0.00891922	1.53172	0.0831912	1	1.3127	0.495025	0.248266	0.689861	-0.305571	0.656291	1.32824	0.496372	0.252349	1
237	0.00921951	1.52856	0.0811615	1	1.20319	0.426339	0.203607	0.854267	-0.201332	0.479264	1.18546	0.417417	0.193584	1
238	0.00898786	1.52503	0.0812892	1	1.20326	0.421508	0.196407	0.866933	0.0863116	0.490895	1.20929	0.429599	0.200892	1
239	0.0101547	1.51901	0.0821054	1	1.30725	0.476085	0.228817	0.759308	0.312399	0.570839	1.29107	0.472941	0.233555	1
240	0.0150347	1.51419	0.0799547	1	1.37941	0.543368	0.303295	0.479639	0.381331	0.790274	1.37756	0.535009	0.291189	1
241	0.0522512	1.5374	0.064732	1	1.5954	0.59172	0.315123	0.779133	-0.147543	0.609247	1.60697	0.604069	0.322538	1
242	0.0489585	1.5424	0.0694643	1	1.69402	0.6548	0.341634	0.723707	-0.0869669	0.684605	1.63702	0.626217	0.333121	1
243	0.0434111	1.54568	0.0748826	1	1.68584	0.662618	0.355188	0.642087	-0.0775161	0.762703	1.69798	0.676302	0.371996	1
244	0.0371974	1.54753	0.0798626	1	1.74224	0.709349	0.395383	0.530969	-0.120833	0.838732	1.73236	0.707115	0.398983	1
245	0.0304699	1.54717	0.0834072	1	1.72353	0.692376	0.38377	0.386441	-0.221072	0.895428	1.71185	0.698848	0.396328	1
246	0.0235183	1.54473	0.0850483	1	1.64487	0.647072	0.351365	0.288496	-0.382829	0.877617	1.62335	0.64534	0.35873	1
247	0.0173094	1.54134	0.0849503	1	1.48827	0.561719	0.293946	0.303339	-0.504065	0.808644	1.50635	0.579026	0.310267	1
248	0.0124179	1.53719	0.0844328	1	1.36968	0.499853	0.248339	0.427465	-0.506446	0.748856	1.41258	0.532841	0.276644	1
249	0.0204972	1.51092	0.0795595	1	1.4484	0.583965	0.340568	0.233688	0.348903	0.907556	1.4789	0.6018	0.351887	1
250	0.0266309	1.50843	0.0793938	1	1.57954	0.649989	0.387262	0.187679	0.262147	0.946602	1.59638	0.664334	0.405528	1
251	0.0345825	1.50654	0.0781125	1	1.72908	0.707222	0.428362	0.285891	0.196364	0.937927	1.72606	0.717381	0.446567	1
252	0.042597	1.50662	0.0751102	1	1.82763	0.757574	0.467878	0.455614	0.192752	0.869058	1.80462	0.740029	0.457359	1
253	0.0494228	1.50835	0.0701097	1	1.81179	0.724416	0.436256	0.651741	0.214246	0.727553	1.82019	0.741716	0.449476	1
254	0.0550702	1.51678	0.0601704	1	1.81414	0.765754	0.465006	0.767129	0.191019	0.612393	1.80829	0.75046	0.450841	1
255	0.0552199	1.52375	0.0578062	1	1.79131	0.762137	0.453967	0.814816	0.0692389	0.57557	1.77741	0.749235	0.450413	1
256	0.0553066	1.53186	0.0579932	1	1.74195	0.719924	0.43668	0.864749	-0.0565732	0.499008	1.7148	0.700871	0.410835	1
257	0.0547184	1.54052	0.0612117	1	1.61786	0.606423	0.321766	0.881123	-0.0352314	0.471573	1.6518	0.646488	0.361899	1
258	0.0515696	1.54709	0.0662785	1	1.56199	0.612215	0.334314	0.816066	0.0646312	0.574334	1.66461	0.661391	0.370343	1
259	0.0454245	1.5509	0.0728925	1	1.73157	0.734778	0.443841	0.711605	0.118314	0.692546	1.73408	0.72295	0.422071	1
260	0.0381441	1.55256	0.079162	1	1.7464	0.744732	0.448528	0.576758	0.130814	0.806373	1.79405	0.771219	0.463838	1
261	0.0301334	1.55203	0.0837584	1	1.80172	0.814467	0.507217	0.399738	0.0853441	0.912648	1.81503	0.78712	0.479496	1
262	0.0221284	1.54966	0.0865075	1	1.76747	0.751633	0.462079	0.257077	-0.0415307	0.965498	1.77774	0.757771	0.456816	1
263	0.0146515	1.54564	0.0877741	1	1.73773	0.74145	0.45256	0.19819	-0.182168	0.963086	1.71186	0.712908	0.418487	1
264	0.00776094	1.54077	0.087565	1	1.67154	0.682886	0.390212	0.197506	-0.232718	0.952278	1.66483	0.686767	0.396634	1
265	0.00505924	1.53331	0.0863439	1	1.65888	0.692364	0.403908	0.387386	-0.0888578	0.917625	1.60101	0.661795	0.383253	1
266	0.00699733	1.52598	0.084656	1	1.29465	0.477075	0.238927	0.803068	0.0926527	0.58864	1.36107	0.513383	0.265107	1
267	0.00397437	1.52708	0.0875604	1	1.58898	0.648461	0.369603	0.531972	0.235778	0.813274	1.58392	0.64832	0.37678	1
268	0.00696587	1.52035	0.0869021	1	1.35452	0.49794	0.248801	0.810875	0.289665	0.508504	1.39313	0.520603	0.268348	1
269	0.00382565	1.52165	0.0905733	1	1.59751	0.622887	0.360908	0.576607	0.439788	0.688557	1.5763	0.625025	0.35567	1
270	0.00708027	1.51512	0.0904855	1	1.37727	0.507041	0.252353	0.836639	0.329737	0.437389	1.41892	0.526991	0.270774	1
271	0.00401727	1.51681	0.0942537	1	1.54445	0.593625	0.316868	0.593058	0.515315	0.618653	1.57795	0.612845	0.337978	1
272	0.00988398	1.51342	0.085822	1	1.3468	0.502747	0.257922	0.817224	0.280386	0.503516	1.34818	0.496778	0.251325	1
273	0.0139337	1.51037	0.0824142	1	1.44087	0.55291	0.305327	0.615334	0.282104	0.736058	1.3953	0.535496	0.28865	1
274	0.0188871	1.50739	0.0811297	1	1.512	0.61723	0.352601	0.34578	0.228676	0.910024	1.47151	0.587856	0.335489	1
275	0.025137	1.50396	0.0806727	1	1.63361	0.690053	0.432546	0.222468	0.143856	0.964269	1.57876	0.642459	0.383018	1
276	0.0345558	1.49966	0.0788338	1	1.79498	0.742399	0.46883	0.317575	0.043698	0.947226	1.74234	0.706171	0.436694	1
277	0.0445866	1.49998	0.0746595	1	1.85207	0.73051	0.448033	0.543203	-0.0203062	0.839356	1.83817	0.733435	0.455703	1
278	0.0521492	1.50119	0.068431	1	1.84866	0.717591	0.432498	0.772897	-0.00387364	0.63452	1.85558	0.738127	0.452733	1
279	0.059159	1.51184	0.055345	1	1.84877	0.76485	0.464649	0.885119	0.0509489	0.462568	1.84502	0.756905	0.461508	1
280	0.0591456	1.52154	0.0522493	1	1.85836	0.839728	0.525749	0.886711	0.100077	0.451363	1.8254	0.782395	0.479969	1
281	0.0580445	1.53301	0.0521171	1	1.78038	0.750628	0.453663	0.913966	0.0293214	0.40473	1.76352	0.74156	0.444237	1
282	0.0570455	1.54369	0.055148	1	1.679	0.669603	0.384561	0.927377	0.0386176	0.37213	1.69834	0.685246	0.394466	1
283	0.053705	1.55219	0.0613153	1	1.73573	0.709704	0.40982	0.869222	0.147897	0.471784	1.70115	0.69197	0.397499	1
284	0.0466925	1.55713	0.0695301	1	1.79873	0.798937	0.500188	0.742987	0.22799	0.629278	1.75158	0.741355	0.439836	1
285	0.0384615	1.55863	0.0768798	1	1.79744	0.77002	0.470503	0.585745	0.260743	0.767409	1.80123	0.783018	0.476882	1
286	0.0291553	1.55828	0.0825579	1	1.8475	0.814952	0.5084	0.401816	0.243326	0.8828	1.83518	0.809675	0.502836	1
287	0.0198232	1.55617	0.0861236	1	1.80848	0.773756	0.466574	0.227417	0.175798	0.957798	1.83422	0.805759	0.499229	1
288	0.00995929	1.55305	0.0880909	1	1.80715	0.781326	0.462991	0.102346	0.0954619	0.990158	1.81207	0.784321	0.474549	1
289	0.00563314	1.54695	0.088872	1	1.78144	0.757582	0.448307	0.0696479	-0.0419918	0.996687	1.76929	0.749394	0.443177	1
290	0	1.54066	0.0882138	1	1.70346	0.714256	0.427188	-2.32179e-07	-0.15571	0.987803	1.73033	0.730383	0.432183	1
291	0	1.54736	0.0890154	1	1.75066	0.732363	0.425254	-1.55933e-07	-0.0316817	0.999498	1.78607	0.759248	0.450163	1
292	0	1.53393	0.0875212	1	1.69456	0.743974	0.452493	-4.57349e-07	0.00650648	0.999979	1.70214	0.727947	0.438532	1
293	0	1.52752	0.0889067	1	1.7287	0.760037	0.48539	-4.7761e-07	0.335043	0.942203	1.68727	0.715138	0.434475	1
294	0	1.52198	0.0920678	1	1.67985	0.689215	0.414063	9.5615e-08	0.555503	0.831515	1.67068	0.682861	0.405373	1
295	0	1.51736	0.0957846	1	1.70132	0.691027	0.397374	-1.98475e-07	0.64349	0.765455	1.66414	0.662692	0.37839	1
296	0.00414311	1.50905	0.1012	1	1.64426	0.645563	0.361507	0.584177	0.582321	0.565367	1.60322	0.627699	0.344195	1
297	0	1.50986	0.102401	1	1.70611	0.682589	0.387093	-5.04381e-07	0.704069	0.710132	1.68239	0.672445	0.377728	1
298	0.00710315	1.50656	0.0976263	1	1.44153	0.538901	0.281306	0.870522	0.348137	0.347838	1.44346	0.542553	0.283839	1
299	0.00966757	1.50534	0.0909756	1	1.34088	0.494365	0.253825	0.881533	0.24269	0.40497	1.33285	0.485127	0.245452	1
300	0.012497	1.50342	0.0864256	1	1.38108	0.509408	0.26947	0.779391	0.181017	0.599819	1.32506	0.486626	0.25046	1
301	0.0149461	1.50019	0.0840287	1	1.40075	0.537601	0.289336	0.565781	0.105034	0.817838	1.36703	0.516623	0.27453	1
302	0	1.55468	0.0884088	1	1.83272	0.79108	0.493414	2.89365e-08	0.133312	0.991074	1.82584	0.791679	0.476823	1
303	0.00920807	1.56429	0.0861274	1	1.84256	0.822482	0.508315	0.112453	0.229174	0.966868	1.83887	0.808559	0.492152	1
304	0	1.5644	0.0866542	1	1.84605	0.805129	0.467999	4.20348e-08	0.223251	0.974761	1.84366	0.809846	0.488198	1
305	0.0186106	1.56526	0.0843857	1	1.85486	0.839412	0.533798	0.246826	0.248262	0.936719	1.83281	0.805974	0.496093	1
306	0.00397818	1.50648	0.104239	1	1.66137	0.673696	0.368866	0.560088	0.607532	0.563211	1.66148	0.671815	0.37498	1
307	0	1.50704	0.105366	1	1.731	0.715576	0.412718	-6.41209e-07	0.721863	0.692036	1.72413	0.708959	0.401956	1
308	0.00622896	1.50531	0.101885	1	1.55758	0.617386	0.343963	0.825282	0.426043	0.370671	1.54893	0.607378	0.330408	1
309	0.00416789	1.50383	0.106688	1	1.73521	0.723181	0.41534	0.596319	0.463873	0.655153	1.73191	0.722515	0.417686	1
310	0	1.50404	0.10842	1	1.79095	0.764642	0.442536	3.07954e-07	0.560751	0.827984	1.78949	0.758117	0.443535	1
311	0.00674566	1.50328	0.102793	1	1.5736	0.618839	0.345783	0.855469	0.34612	0.385192	1.5974	0.642324	0.361031	1
312	0.00831577	1.50271	0.0977476	1	1.40505	0.536152	0.290882	0.902906	0.330068	0.275348	1.45055	0.556863	0.300344	1
313	0.0100594	1.50227	0.0921014	1	1.31324	0.476771	0.24045	0.891993	0.328343	0.310707	1.32562	0.485723	0.249973	1
314	0.0122206	1.50087	0.0877575	1	1.23661	0.436008	0.212969	0.896201	0.248538	0.367495	1.25969	0.448146	0.222092	1
315	0.0138202	1.49844	0.0852695	1	1.29457	0.466925	0.22814	0.816248	0.140206	0.56043	1.26443	0.452707	0.224009	1
316	0.00468554	1.49992	0.107983	1	1.82654	0.779675	0.469686	0.635161	0.112012	0.764214	1.81337	0.771957	0.463444	1
317	0	1.50027	0.110159	1	1.80215	0.778122	0.4771	1.11578e-06	0.116348	0.993209	1.85935	0.799379	0.484365	1
318	0.00712984	1.50058	0.10379	1	1.68235	0.695603	0.400687	0.871889	0.166385	0.46057	1.70555	0.709557	0.417281	1
319	0.0100708	1.49926	0.0968961	1	1.50284	0.606314	0.336046	0.905537	0.26047	0.3349	1.57057	0.633424	0.361765	1
320	0.0118573	1.49828	0.0930081	1	1.4058	0.535839	0.294122	0.914972	0.273552	0.296641	1.43262	0.553454	0.303993	1
321	0.0135295	1.49699	0.0891061	1	1.22574	0.424834	0.209493	0.95939	0.159602	0.23259	1.32309	0.48761	0.253472	1
322	0.0146677	1.4944	0.0845217	1	1.26832	0.462077	0.227214	0.81279	0.104742	0.573063	1.31952	0.484654	0.248003	1
323	0.00365882	1.4953	0.107888	1	1.77534	0.749739	0.45662	0.54652	-0.360349	0.755953	1.75002	0.732693	0.440258	1
324	0	1.49543	0.109076	1	1.78193	0.748247	0.458284	7.48144e-07	-0.415197	0.909731	1.80248	0.759331	0.460233	1
325	0.00748543	1.49526	0.10354	1	1.71835	0.716718	0.435636	0.804923	-0.226604	0.548407	1.69236	0.704381	0.419009	1
326	0.0106114	1.49445	0.0981021	1	1.71763	0.709565	0.414543	0.877249	-0.147795	0.456718	1.61659	0.664145	0.388333	1
327	0.0121929	1.49304	0.0944637	1	1.61177	0.668745	0.402336	0.882735	-0.214899	0.417848	1.51826	0.60638	0.345257	1
328	0.0130089	1.49094	0.0909352	1	1.45208	0.587041	0.329859	0.865222	-0.322488	0.383917	1.42112	0.545101	0.296696	1
329	0.0124913	1.48703	0.0872075	1	1.40867	0.533663	0.286307	0.760866	-0.0623978	0.645901	1.417	0.539885	0.28596	1
330	0.0179776	1.4944	0.082734	1	1.40896	0.529107	0.276863	0.372377	0.122871	0.919912	1.47459	0.576926	0.319213	1
331	0.014212	1.48376	0.0871497	1	1.56519	0.63909	0.353061	0.530215	0.265199	0.805321	1.58368	0.645053	0.35332	1
332	0.0239797	1.49061	0.0818174	1	1.62147	0.640249	0.368346	0.312466	0.0924751	0.945417	1.66508	0.672662	0.395973	1
333	0.0184686	1.48149	0.0854119	1	1.69559	0.701579	0.404042	0.480175	0.184481	0.857554	1.71202	0.715791	0.406919	1
334	0.0397008	1.49216	0.0766446	1	1.85533	0.738765	0.469766	0.475194	-0.092205	0.875036	1.82816	0.728732	0.458519	1
335	0.0290904	1.48632	0.0807077	1	1.78647	0.720926	0.441262	0.391381	-0.00759628	0.920197	1.78328	0.725097	0.440828	1
336	0.0467039	1.49305	0.0719426	1	1.86613	0.728326	0.446586	0.65424	-0.179499	0.734677	1.86557	0.728032	0.455958	1
337	0.0534791	1.49359	0.0641351	1	1.85515	0.732437	0.460425	0.833682	-0.200005	0.514755	1.85886	0.716923	0.439261	1
338	0.0594068	1.4971	0.0519948	1	1.83489	0.698018	0.412568	0.938203	-0.174405	0.298927	1.82876	0.719742	0.429607	1
339	0.0625461	1.50861	0.0470114	1	1.82197	0.733949	0.44422	0.95737	-0.0352174	0.286711	1.83218	0.750978	0.451503	1
340	0.062568	1.52094	0.044687	1	1.83115	0.781766	0.484459	0.950997	0.0721768	0.300657	1.82834	0.780361	0.470365	1
341	0.0609846	1.53442	0.0448478	1	1.77962	0.75483	0.439355	0.948043	0.0477233	0.314544	1.78953	0.756817	0.445757	1
342	0.0591008	1.54723	0.0483082	1	1.70713	0.673984	0.384798	0.941516	0.0479773	0.333535	1.74215	0.712975	0.406786	1
343	0.0282925	1.56617	0.0806311	1	1.82304	0.794353	0.488702	0.423794	0.263528	0.866574	1.81274	0.787637	0.477204	1
344	0.0384301	1.56652	0.0740178	1	1.76341	0.734889	0.408091	0.607403	0.250242	0.75395	1.782	0.758417	0.444498	1
345	0.0478155	1.56418	0.0657243	1	1.75493	0.719653	0.39938	0.779251	0.204926	0.592261	1.75722	0.734283	0.421377	1
346	0.0553324	1.55741	0.055648	1	1.76169	0.717311	0.4007	0.896152	0.130041	0.424264	1.73833	0.711462	0.402971	1
347	0.0226575	1.47877	0.0835472	1	1.73928	0.733104	0.429177	0.484805	0.0542398	0.872939	1.79755	0.758142	0.442398	1
348	0.0031793	1.4915	0.104739	1	1.35573	0.507299	0.264755	0.509106	-0.746813	0.427879	1.37933	0.526778	0.289134	1
349	0	1.49146	0.106087	1	1.57197	0.606144	0.337601	9.64669e-07	-0.745121	0.666929	1.52444	0.599221	0.341193	1
350	0.00214019	1.48949	0.101878	1	1.26703	0.461962	0.244788	0.588753	-0.762751	0.267546	1.19178	0.421275	0.21234	1
351	0	1.48916	0.102779	1	1.32283	0.500179	0.276076	5.25299e-07	-0.910594	0.413302	1.31066	0.481553	0.255893	1
352	0.00712413	1.49319	0.102392	1	1.45864	0.579655	0.331118	0.519421	-0.768242	0.374173	1.36763	0.529348	0.292345	1
353	0.00194667	1.48854	0.098587	1	1.13483	0.392005	0.189005	0.558103	-0.760877	0.331039	1.13934	0.392707	0.191451	1
354	0	1.48803	0.0990893	1	1.11538	0.38212	0.183724	-6.92087e-08	-0.936889	0.349627	1.21193	0.430541	0.219596	1
355	0.00255488	1.48676	0.0952118	1	1.29801	0.476464	0.248413	0.457257	-0.451468	0.76622	1.22662	0.442925	0.224638	1
356	0	1.48692	0.0959171	1	1.10766	0.382827	0.184757	-6.43755e-07	-0.694592	0.719404	1.24697	0.457445	0.238065	1
357	0.00335948	1.48363	0.094297	1	1.36942	0.534327	0.291737	0.170638	-0.0191969	0.985147	1.38847	0.548683	0.295483	1
358	0	1.48333	0.0939224	1	1.33928	0.525448	0.288359	-8.03066e-07	-0.171404	0.985201	1.3446	0.530143	0.287692	1
359	0.0098058	1.49249	0.0978781	1	1.37005	0.535642	0.300491	0.461953	-0.782216	0.418016	1.34682	0.51999	0.284608	1
360	0.0106943	1.49142	0.0948971	1	1.40129	0.532144	0.278463	0.369204	-0.796136	0.479433	1.32164	0.499387	0.26728	1
361	0.0108621	1.48992	0.0924449	1	1.40202	0.527898	0.274058	0.384861	-0.682816	0.621003	1.30205	0.477306	0.247636	1
362	0.00961133	1.48627	0.0901545	1	1.31915	0.450294	0.222957	0.586223	-0.160043	0.794185	1.34715	0.496945	0.255477	1
363	0.00711364	1.48561	0.0922212	1	1.37159	0.518857	0.271765	0.566237	-0.0408774	0.823228	1.30788	0.48046	0.244816	1
364	0.00792014	1.48323	0.0923953	1	1.43091	0.560573	0.295153	0.486791	0.218668	0.845706	1.49173	0.596337	0.318858	1
365	0.0106285	1.48321	0.0902657	1	1.50396	0.614192	0.338011	0.597946	0.30765	0.740143	1.55813	0.629371	0.338266	1
366	0.00385044	1.49179	0.101698	1	0.909348	0.276422	0.110544	0.625868	-0.759136	-0.178888	0.942042	0.297832	0.124803	1
367	0.0065407	1.4927	0.100629	1	0.924054	0.292162	0.117595	0.0227485	-0.993981	-0.107168	0.943254	0.303386	0.129616	1
368	0.00850834	1.49217	0.0971939	1	0.883529	0.266826	0.0983847	-0.305625	-0.945139	0.115347	0.945143	0.304686	0.130237	1
369	0.0088563	1.49157	0.094879	1	0.885847	0.262808	0.100581	-0.415923	-0.849024	0.325832	0.95999	0.306667	0.130518	1
370	0.00892399	1.49053	0.0930664	1	0.979343	0.30496	0.130036	-0.30228	-0.616365	0.727132	0.989307	0.313375	0.133773	1
371	0.00788106	1.4884	0.0921829	1	1.1895	0.401678	0.194403	0.201905	-0.155188	0.967032	1.0311	0.330504	0.144002	1
372	0.00653974	1.48794	0.0928457	1	1.21143	0.437262	0.210695	0.589358	0.0769437	0.804199	1.0344	0.335333	0.147193	1
373	0.0031364	1.49089	0.100283	1	0.944064	0.290167	0.115701	0.934188	-0.356036	-0.0230563	0.912656	0.278483	0.110404	1
374	0.00312401	1.49001	0.097962	1	1.05082	0.342353	0.151785	0.963081	-0.191817	0.188895	0.927487	0.284202	0.114079	1
375	0.00379991	1.48901	0.0956542	1	1.10387	0.367912	0.168487	0.840667	-0.0276274	0.540848	0.986646	0.314006	0.134196	1
376	0.0037389	1.47846	0.094887	1	1.44665	0.592949	0.331355	0.0393743	0.19876	0.979257	1.47422	0.604919	0.339022	1
377	0	1.47858	0.0940055	1	1.35015	0.557534	0.314172	-1.14273e-08	0.18433	0.982864	1.41883	0.580967	0.328587	1
378	0.00342621	1.47403	0.0960119	1	1.29722	0.461534	0.321255	0.0977237	-0.0938926	0.990775	1.35469	0.484942	0.346948	1
379	0	1.47354	0.0958589	1	1.33517	0.473102	0.339759	1.56548e-08	0.00753534	0.999972	1.3409	0.477864	0.345316	1
380	0.00307349	1.46909	0.0943547	1	1.26587	0.4062	0.335707	0.142381	-0.605519	0.782991	1.20588	0.383091	0.315869	1
381	0	1.46895	0.0946491	1	1.22456	0.370261	0.303224	1.57302e-08	-0.57241	0.819968	1.20415	0.37835	0.315434	1
382	0.00926241	1.47753	0.0940636	1	1.63266	0.68766	0.376285	0.399608	0.223898	0.888923	1.59529	0.661556	0.365879	1
383	0.00900247	1.47183	0.0945917	1	1.30461	0.453956	0.319992	0.31858	-0.298144	0.899787	1.39453	0.505206	0.353808	1
384	0.00829956	1.46948	0.0928177	1	1.23129	0.420929	0.335689	0.21259	-0.672957	0.708474	1.2132	0.392727	0.314543	1
385	0.0121119	1.47653	0.0924832	1	1.71607	0.727002	0.406306	0.580624	0.225529	0.782312	1.69292	0.712904	0.395621	1
386	0.0113438	1.47057	0.0926734	1	1.33145	0.460728	0.338352	0.414017	-0.418753	0.80823	1.43158	0.524873	0.361401	1
387	0.014867	1.47544	0.0904777	1	1.75257	0.760996	0.447879	0.62798	0.187079	0.755409	1.73572	0.737565	0.415569	1
388	0.0174266	1.47416	0.0882726	1	1.73807	0.729102	0.391684	0.649012	0.0994862	0.754245	1.77282	0.756013	0.432046	1
389	0.0143183	1.46971	0.0907325	1	1.32245	0.463591	0.328712	0.482883	-0.448942	0.751848	1.41614	0.51421	0.350203	1
390	0.0106543	1.46927	0.0917344	1	1.23609	0.413368	0.316158	0.233788	-0.710619	0.663599	1.21061	0.39361	0.304936	1
391	0.0132949	1.4686	0.0900153	1	1.21251	0.397531	0.285522	0.291673	-0.724247	0.624814	1.16225	0.366159	0.274722	1
392	0.0164204	1.46896	0.0884162	1	1.31502	0.439939	0.298715	0.569401	-0.484403	0.664181	1.33054	0.463294	0.309839	1
